id,label,modularity_class,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,pageranks,clustering,triangles
n77,searching,3,4.0,0.3832599118942731,0.41666666666666935,0.0,0.17182117364019978,0.0015365616894059669,1.0,171
n78,stock,3,4.0,0.3832599118942731,0.41666666666666935,0.0,0.17182117364019978,0.0015365616894059669,1.0,171
n79,xseries,3,3.0,0.4442553191489362,0.4811621966794397,0.008654592994673912,0.2887240729275001,0.002680408725323837,0.5412698412698412,341
n80,derive,3,4.0,0.4052795031055901,0.44811621966794685,0.003301575065421944,0.2769770251615476,0.0027076831509927337,0.5412698412698412,341
n81,role,6,4.0,0.4156050955414013,0.46264367816092183,0.01251409502767411,0.30314622979931266,0.0028332259859813517,0.48933143669985774,344
n82,algorithms,3,4.0,0.3832599118942731,0.41666666666666935,0.0,0.17182117364019978,0.0015365616894059669,1.0,171
n83,growing,3,3.0,0.4442553191489362,0.4811621966794397,0.008654592994673912,0.2887240729275001,0.002680408725323837,0.5412698412698412,341
n84,play,3,4.0,0.3832599118942731,0.41666666666666935,0.0,0.17182117364019978,0.0015365616894059669,1.0,171
n85,principles,1,4.0,0.3933685003767898,0.43933588761175285,0.0032076990700760036,0.2887307080124841,0.002796949956265334,0.515015015015015,343
n86,credit,3,4.0,0.3832599118942731,0.41666666666666935,0.0,0.17182117364019978,0.0015365616894059669,1.0,171
n87,field,3,4.0,0.3832599118942731,0.41666666666666935,0.0,0.17182117364019978,0.0015365616894059669,1.0,171
n88,science,3,3.0,0.46441281138790036,0.5095785440613028,0.025378549043429583,0.44117611652354255,0.003918020843352649,0.35084175084175084,521
n89,essential,3,4.0,0.3832599118942731,0.41666666666666935,0.0,0.17182117364019978,0.0015365616894059669,1.0,171
n90,clear,1,4.0,0.3788098693759071,0.4106002554278443,0.0,0.15664541796448586,0.0015696259508120476,1.0,171
n91,explanations,1,4.0,0.3788098693759071,0.4106002554278443,0.0,0.15664541796448586,0.0015696259508120476,1.0,171
n92,forecast,1,4.0,0.3788098693759071,0.4106002554278443,0.0,0.15664541796448586,0.0015696259508120476,1.0,171
n93,scenarios,1,4.0,0.3788098693759071,0.4106002554278443,0.0,0.15664541796448586,0.0015696259508120476,1.0,171
n94,validating,1,4.0,0.3788098693759071,0.4106002554278443,0.0,0.15664541796448586,0.0015696259508120476,1.0,171
n95,models,1,4.0,0.43755238893545684,0.4797254150702436,0.02594295532236987,0.3203209006263953,0.002796180006902349,0.48933143669985774,344
n96,combined,1,4.0,0.3788098693759071,0.4106002554278443,0.0,0.15664541796448586,0.0015696259508120476,1.0,171
n97,deploying,1,4.0,0.3788098693759071,0.4106002554278443,0.0,0.15664541796448586,0.0015696259508120476,1.0,171
n98,azure,2,3.0,0.4292763157894737,0.47509578544061526,0.011854281824734853,0.38056278998886495,0.0033615219905797585,0.44495837187789083,481
n99,outcomes,1,4.0,0.3788098693759071,0.4106002554278443,0.0,0.15664541796448586,0.0015696259508120476,1.0,171
n100,behaviors,1,4.0,0.3788098693759071,0.4106002554278443,0.0,0.15664541796448586,0.0015696259508120476,1.0,171
n101,building,1,3.0,0.414614773629865,0.4549808429118802,0.005941779196879818,0.2730607397573543,0.002828963305684098,0.5135135135135135,342
n102,existing,1,4.0,0.3788098693759071,0.4106002554278443,0.0,0.15664541796448586,0.0015696259508120476,1.0,171
n103,insights,1,4.0,0.3788098693759071,0.4106002554278443,0.0,0.15664541796448586,0.0015696259508120476,1.0,171
n104,computers,1,4.0,0.3788098693759071,0.4106002554278443,0.0,0.15664541796448586,0.0015696259508120476,1.0,171
n105,trends,4,4.0,0.39938791124713086,0.4454022988505765,0.032234096830488626,0.2248228894462844,0.003006208119373135,0.4864864864864865,342
n106,pipelines,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n107,statistics,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n108,spark,2,3.0,0.4595070422535211,0.5140485312899115,0.02895478115796869,0.6000599034927991,0.00472216947204573,0.3086040386303775,703
n109,component,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n110,processing,2,4.0,0.385239852398524,0.4327905491698618,0.003102949358946636,0.30576905415736355,0.0028112437926729825,0.5177809388335705,364
n111,statistical,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n112,scale,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n113,tasks,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n114,age,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n115,bleeding,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n116,complexity,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n117,exploratory,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n118,highlighting,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n119,optimization,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n120,packages,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n121,probability,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n122,relying,1,4.0,0.3637630662020906,0.3997445721583675,0.0,0.15656129155838386,0.0015962535764657993,1.0,171
n123,subscription,2,4.0,0.40622568093385214,0.44460408684546815,0.0011375346687459663,0.2662344552061759,0.0021283808624171664,0.7635467980295566,310
n124,trial,2,4.0,0.40622568093385214,0.44460408684546815,0.0011375346687459663,0.2662344552061759,0.0021283808624171664,0.7635467980295566,310
n125,note,2,4.0,0.40622568093385214,0.44460408684546815,0.0011375346687459663,0.2662344552061759,0.0021283808624171664,0.7635467980295566,310
n126,cleanse,2,4.0,0.3889716840536513,0.42257343550447224,0.0,0.1918421769725563,0.0014771452919601143,1.0,171
n127,ready,2,4.0,0.3889716840536513,0.42257343550447224,0.0,0.1918421769725563,0.0014771452919601143,1.0,171
n128,free,2,4.0,0.40622568093385214,0.44460408684546815,0.0011375346687459663,0.26623445520617584,0.0021283808624171664,0.7635467980295566,310
n129,solutions,2,4.0,0.3889716840536513,0.42257343550447224,0.0,0.1918421769725563,0.0014771452919601143,1.0,171
n130,certificate,2,4.0,0.40622568093385214,0.44460408684546815,0.0011375346687459663,0.26623445520617584,0.0021283808624171664,0.7635467980295566,310
n131,charged,2,4.0,0.40622568093385214,0.44460408684546815,0.0011375346687459663,0.26623445520617584,0.0021283808624171664,0.7635467980295566,310
n132,hdinsight,2,4.0,0.40622568093385214,0.44460408684546815,0.0011375346687459663,0.26623445520617584,0.0021283808624171664,0.7635467980295566,310
n133,language,2,4.0,0.4152744630071599,0.45929118773946714,0.020284663747389898,0.2905677893746738,0.0028026199158620495,0.4907539118065434,345
n134,library,2,4.0,0.42821985233798193,0.4714240102171159,0.013801205708708221,0.35480496530210154,0.0027189892625516894,0.49359886201991465,347
n135,microsoft,2,4.0,0.40622568093385214,0.44460408684546815,0.0011375346687459663,0.26623445520617584,0.0021283808624171664,0.7635467980295566,310
n136,mllib,2,4.0,0.3889716840536513,0.42257343550447224,0.0,0.1918421769725563,0.0014771452919601143,1.0,171
n137,regions,2,4.0,0.40622568093385214,0.44460408684546815,0.0011375346687459663,0.26623445520617584,0.0021283808624171664,0.7635467980295566,310
n138,scala,2,4.0,0.3889716840536513,0.42257343550447224,0.0,0.1918421769725563,0.0014771452919601143,1.0,171
n139,card,2,4.0,0.4278688524590164,0.4711047254150721,0.018282354316145537,0.33056817256719784,0.0027417621809197133,0.4907539118065434,345
n140,prediction,1,4.0,0.39042632759910245,0.4216155810983422,0.0,0.15575647129806386,0.0015952398391670829,1.0,171
n141,week,4,4.0,0.4240454914703493,0.47908684546615915,0.0829876299133917,0.2900962657494627,0.004395808478607571,0.33311688311688314,513
n142,caret,1,4.0,0.39042632759910245,0.4216155810983422,0.0,0.15575647129806386,0.0015952398391670829,1.0,171
n143,cross,1,4.0,0.39042632759910245,0.4216155810983422,0.0,0.15575647129806386,0.0015952398391670829,1.0,171
n144,errors,1,4.0,0.39042632759910245,0.4216155810983422,0.0,0.15575647129806386,0.0015952398391670829,1.0,171
n145,forests,1,4.0,0.39042632759910245,0.4216155810983422,0.0,0.15575647129806386,0.0015952398391670829,1.0,171
n146,predictors,1,4.0,0.39042632759910245,0.4216155810983422,0.0,0.15575647129806386,0.0015952398391670829,1.0,171
n147,random,1,4.0,0.39042632759910245,0.4216155810983422,0.0,0.15575647129806386,0.0015952398391670829,1.0,171
n148,regularized,1,4.0,0.39042632759910245,0.4216155810983422,0.0,0.15575647129806386,0.0015952398391670829,1.0,171
n149,validation,1,4.0,0.39042632759910245,0.4216155810983422,0.0,0.15575647129806386,0.0015952398391670829,1.0,171
n150,cover,6,3.0,0.45194805194805193,0.48882503192848203,0.026432864435844836,0.29915551403521884,0.0028971500582193983,0.4907539118065434,345
n151,combining,1,4.0,0.39042632759910245,0.4216155810983422,0.0,0.15575647129806383,0.0015952398391670829,1.0,171
n152,package,1,4.0,0.39042632759910245,0.4216155810983422,0.0,0.15575647129806383,0.0015952398391670829,1.0,171
n153,trees,1,4.0,0.39042632759910245,0.4216155810983422,0.0,0.15575647129806383,0.0015952398391670829,1.0,171
n154,functions,9,3.0,0.42892358258011504,0.4690293742017895,0.024460798983108444,0.23976120140543972,0.00297470577672307,0.4864864864864865,342
n155,analysts,1,4.0,0.39042632759910245,0.4216155810983422,0.0,0.15575647129806383,0.0015952398391670829,1.0,171
n156,fall,3,4.0,0.35104236718224613,0.3817049808429133,0.0,0.10754107833519476,0.0016000001021237865,1.0,171
n157,reduce,2,4.0,0.4219886822958771,0.464559386973182,0.02501683473314822,0.3059286620076105,0.0027446791642508493,0.515015015015015,343
n158,map,2,4.0,0.4219886822958771,0.464559386973182,0.02501683473314822,0.3059286620076105,0.0027446791642508493,0.515015015015015,343
n159,databases,3,4.0,0.35104236718224613,0.3817049808429133,0.0,0.10754107833519476,0.0016000001021237865,1.0,171
n160,delhi,3,4.0,0.35104236718224613,0.3817049808429133,0.0,0.10754107833519476,0.0016000001021237865,1.0,171
n161,artificial intelligence,5,4.0,0.37771345875542695,0.43374840357599315,0.08449588480341312,0.22155436370742507,0.004518405540437104,0.33311688311688314,513
n162,web,3,4.0,0.35104236718224613,0.3817049808429133,0.0,0.10754107833519476,0.0016000001021237865,1.0,171
n163,parallel,3,4.0,0.35104236718224613,0.3817049808429133,0.0,0.10754107833519476,0.0016000001021237865,1.0,171
n164,sentiment,3,3.0,0.4176,0.4584929757343571,0.03091671162194572,0.24780496017046297,0.0028687048957394597,0.4864864864864865,342
n165,platforms,3,4.0,0.35104236718224613,0.3817049808429133,0.0,0.10754107833519476,0.0016000001021237865,1.0,171
n166,search,4,4.0,0.37259100642398285,0.41554916985951734,0.014214007188158233,0.1735240703936886,0.0029629090300243616,0.5135135135135135,342
n167,apparent,3,4.0,0.35104236718224613,0.3817049808429133,0.0,0.10754107833519475,0.0016000001021237865,1.0,171
n168,bayesian,3,4.0,0.35104236718224613,0.3817049808429133,0.0,0.10754107833519475,0.0016000001021237865,1.0,171
n169,book,3,4.0,0.35104236718224613,0.3817049808429133,0.0,0.10754107833519475,0.0016000001021237865,1.0,171
n170,dealing,3,4.0,0.35104236718224613,0.3817049808429133,0.0,0.10754107833519475,0.0016000001021237865,1.0,171
n171,diagnostics,3,4.0,0.35104236718224613,0.3817049808429133,0.0,0.10754107833519475,0.0016000001021237865,1.0,171
n172,edition,3,4.0,0.35104236718224613,0.3817049808429133,0.0,0.10754107833519475,0.0016000001021237865,1.0,171
n173,elucidate,3,4.0,0.35104236718224613,0.3817049808429133,0.0,0.10754107833519475,0.0016000001021237865,1.0,171
n174,planning,4,5.0,0.3346153846153846,0.3857918263090685,0.009852342103968808,0.144023318229899,0.0030787349076260573,0.5135135135135135,342
n175,http,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n176,march,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n177,videos,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n178,plan,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n179,actions,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n180,materials,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n181,space,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n182,accomplishment,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n183,aiai,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n184,aiplanmooc,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n185,break,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n186,deliberate,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n187,exam,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n188,graphplan,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n189,heuristics,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n190,htn,4,5.0,0.3131373725254949,0.34843550446998783,0.0,0.08008194979658176,0.0017065281779374193,1.0,171
n191,agents,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n192,driving,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n193,adversarial,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n194,affects,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n195,arbitrary,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n196,autonomous,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n197,cameras,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n198,computation,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n199,csx,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n200,directions,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n201,english,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n202,fiction,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n203,filter,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n204,foreign,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n205,handwritten,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n206,headed,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n207,household,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n208,inferences,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n209,join,5,5.0,0.27692307692307694,0.30887611749680693,0.0,0.05593433518251491,0.0018295412510414325,1.0,171
n210,3d print,6,4.0,0.35925671025464556,0.4045338441890185,8.351006120875299E-4,0.20864800066479555,0.0025616736079032204,0.6287878787878788,332
n211,revolutionize,6,4.0,0.3405088062622309,0.372765006385698,0.0,0.12934595515428127,0.0015907480684449954,1.0,171
n212,illinois,6,4.0,0.35925671025464556,0.4045338441890185,8.351006120875299E-4,0.20864800066479555,0.0025616736079032204,0.6287878787878788,332
n213,mba,6,4.0,0.35925671025464556,0.4045338441890185,8.351006120875299E-4,0.20864800066479555,0.0025616736079032204,0.6287878787878788,332
n214,revolutionary,6,4.0,0.3405088062622309,0.372765006385698,0.0,0.12934595515428127,0.0015907480684449954,1.0,171
n215,courses,6,4.0,0.3405088062622309,0.372765006385698,0.0,0.12934595515428127,0.0015907480684449954,1.0,171
n216,orientation,6,4.0,0.35925671025464556,0.4045338441890185,8.351006120875299E-4,0.20864800066479555,0.0025616736079032204,0.6287878787878788,332
n217,specialization,2,4.0,0.41927710843373495,0.46966794380587595,0.013622626390538939,0.407621620333369,0.0035167786955859984,0.41836734693877553,492
n218,learners,6,4.0,0.3405088062622309,0.372765006385698,0.0,0.12934595515428127,0.0015907480684449959,1.0,171
n219,objects,6,4.0,0.35925671025464556,0.4045338441890185,8.351006120875299E-4,0.20864800066479555,0.0025616736079032204,0.6287878787878788,332
n220,technology,6,4.0,0.3405088062622309,0.372765006385698,0.0,0.12934595515428127,0.0015907480684449959,1.0,171
n221,appreciation,6,4.0,0.3405088062622309,0.372765006385698,0.0,0.12934595515428127,0.0015907480684449959,1.0,171
n222,customize,6,4.0,0.3405088062622309,0.372765006385698,0.0,0.12934595515428127,0.0015907480684449959,1.0,171
n223,economy,6,4.0,0.3405088062622309,0.372765006385698,0.0,0.12934595515428127,0.0015907480684449959,1.0,171
n224,engaging,6,4.0,0.3405088062622309,0.372765006385698,0.0,0.12934595515428127,0.0015907480684449959,1.0,171
